floor,year,area,price
高层（共31层）,2016年建,86㎡,85万
高层（共6层）,2020年建,72㎡,83万
高层（共30层）,2016年建,128㎡,109万
高层（共14层）,2020年建,131.62㎡,110万
低层（共23层）,2016年建,79㎡,80万
低层（共20层）,2011年建,103㎡,136万
低层（共6层）,2000年建,112㎡,155万
低层（共32层）,2010年建,93.7㎡,110万
中层（共33层）,2015年建,90㎡,87.5万
中层（共25层）,,121㎡,83万
中层（共20层）,2018年建,50㎡,41万
高层（共21层）,2015年建,40㎡,25.2万
高层（共30层）,2021年建,118㎡,138万
中层（共11层）,2014年建,98㎡,63万
中层（共15层）,2020年建,46㎡,75万
高层（共17层）,,83㎡,95万
高层（共20层）,2019年建,90㎡,92万
低层（共6层）,1990年建,42.9㎡,93万
中层（共22层）,2020年建,120㎡,92万
中层（共18层）,,82.33㎡,55万
中层（共30层）,2018年建,139㎡,117万
高层（共6层）,2020年建,80㎡,65万
中层（共6层）,2008年建,86㎡,56万
低层（共4层）,,99㎡,103万
中层（共20层）,2020年建,50㎡,55万
高层（共12层）,,102㎡,138万
中层（共17层）,2014年建,112㎡,168万
低层（共34层）,2016年建,121.8㎡,225万
高层（共6层）,1997年建,60㎡,48万
低层（共18层）,,52㎡,38万
高层（共32层）,2015年建,90㎡,99.8万
中层（共11层）,2018年建,87㎡,101万
高层（共6层）,2005年建,85㎡,49万
高层（共7层）,2020年建,189㎡,120万
中层（共25层）,2017年建,95㎡,90万
中层（共5层）,,44㎡,50万
低层（共12层）,2012年建,74㎡,98万
中层（共27层）,,111㎡,111万
,,249㎡,480万
中层（共6层）,2019年建,103.67㎡,52万
中层（共6层）,,109㎡,100万
低层（共6层）,2005年建,212㎡,280万
高层（共22层）,2020年建,54㎡,38.8万
高层（共18层）,2016年建,124㎡,85万
低层（共11层）,2020年建,111㎡,110万
中层（共18层）,2015年建,80㎡,96万
低层（共32层）,2014年建,90㎡,110万
低层（共17层）,2019年建,110㎡,101万
中层（共18层）,2019年建,89.3㎡,73.8万
低层（共19层）,2020年建,60㎡,46万
低层（共6层）,,249㎡,195万
高层（共28层）,2016年建,102.8㎡,157万
中层（共3层）,2019年建,127㎡,210万
中层（共6层）,2005年建,102㎡,76万
中层（共6层）,,77㎡,75万
中层（共27层）,2017年建,90㎡,108万
中层（共26层）,2014年建,89.8㎡,119万
中层（共33层）,2016年建,104㎡,114万
高层（共5层）,1987年建,72.4㎡,110万
中层（共30层）,2015年建,112㎡,118万
中层（共5层）,,50㎡,48万
高层（共25层）,2013年建,139.72㎡,226万
低层（共11层）,2019年建,79.2㎡,62.8万
中层（共6层）,2004年建,86㎡,56万
中层（共6层）,2020年建,86㎡,69万
低层（共28层）,2016年建,91㎡,115万
低层（共28层）,2011年建,99.2㎡,116万
低层（共6层）,2000年建,112㎡,155万
高层（共18层）,2019年建,86㎡,70万
中层（共20层）,2020年建,121㎡,106万
中层（共3层）,,47㎡,50万
中层（共32层）,2015年建,92.2㎡,98.5万
中层（共24层）,2017年建,53㎡,40万
高层（共26层）,2012年建,114㎡,87万
中层（共15层）,2018年建,80㎡,99万
高层（共6层）,2004年建,120㎡,155万
低层（共6层）,1996年建,56.28㎡,99万
高层（共26层）,2010年建,85㎡,113万
低层（共32层）,2019年建,116㎡,84万
高层（共26层）,,85.82㎡,77万
高层（共33层）,2014年建,93.83㎡,123万
中层（共6层）,2019年建,86㎡,100万
中层（共6层）,2005年建,87㎡,65万
高层（共12层）,2015年建,82㎡,127万
中层（共18层）,2011年建,80㎡,85万
中层（共16层）,2011年建,125㎡,200万
低层（共26层）,2010年建,128.11㎡,180万
低层（共18层）,2020年建,104㎡,103万
中层（共18层）,,90.86㎡,73万
低层（共25层）,2015年建,157.91㎡,229.8万
中层（共24层）,2012年建,56㎡,46万
高层（共18层）,2014年建,113㎡,96万
高层（共17层）,,78.66㎡,100万
高层（共9层）,2008年建,135㎡,158万
中层（共6层）,2000年建,90.01㎡,119.6万
中层（共7层）,,150㎡,43万
低层（共6层）,1998年建,83.12㎡,146万
高层（共6层）,,152㎡,88万
低层（共17层）,2018年建,80㎡,79.8万
中层（共5层）,2019年建,99㎡,90万
高层（共17层）,2013年建,97㎡,88万
低层（共24层）,2015年建,84.78㎡,142万
高层（共16层）,,90㎡,119万
低层（共30层）,2017年建,84.5㎡,165万
低层（共5层）,,62㎡,50万
高层（共7层）,2000年建,149.3㎡,183万
低层（共6层）,,90㎡,66万
中层（共33层）,2020年建,82㎡,71万
中层（共11层）,2020年建,95.09㎡,66万
低层（共24层）,2010年建,115㎡,115万
中层（共27层）,2019年建,89㎡,120万
高层（共18层）,,80㎡,116万
高层（共5层）,2000年建,119㎡,142万
中层（共28层）,2018年建,125㎡,112万
高层（共6层）,,130㎡,15万
高层（共27层）,2012年建,83㎡,55万
中层（共23层）,,97㎡,75万
中层（共32层）,2016年建,116㎡,120万
低层（共11层）,2020年建,80㎡,63万
中层（共26层）,2018年建,98㎡,93.5万
低层（共12层）,,89.9㎡,126万
高层（共16层）,2013年建,92㎡,185万
中层（共27层）,2015年建,90㎡,90万
低层（共9层）,,116㎡,33万
中层（共7层）,2001年建,130㎡,175万
中层（共2层）,,50㎡,16万
低层（共32层）,2008年建,122㎡,195万
中层（共14层）,2019年建,89㎡,87万
中层（共18层）,,104㎡,93.8万
中层（共11层）,2018年建,134㎡,268万
高层（共30层）,2011年建,77㎡,108万
低层（共27层）,,90㎡,90万
中层（共21层）,,145㎡,48万
低层（共6层）,1998年建,112.5㎡,165万
高层（共12层）,,116㎡,100万
中层（共18层）,2011年建,40㎡,31万
高层（共6层）,2019年建,88㎡,101万
高层（共26层）,2018年建,98㎡,91.8万
中层（共18层）,2019年建,74㎡,98万
中层（共6层）,2015年建,126㎡,245万
中层（共6层）,,91.6㎡,28万
中层（共29层）,2010年建,101.3㎡,90万
高层（共27层）,2016年建,120㎡,175万
低层（共18层）,2018年建,97㎡,61万
低层（共24层）,2016年建,115㎡,71万
低层（共24层）,2016年建,90㎡,149万
低层（共26层）,2015年建,86㎡,123万
高层（共18层）,,125.8㎡,50万
低层（共6层）,2000年建,110㎡,145万
中层（共18层）,2018年建,39㎡,26.4万
低层（共11层）,2018年建,80㎡,51万
低层（共27层）,2015年建,98㎡,75万
高层（共18层）,2015年建,89㎡,149万
高层（共26层）,2018年建,112㎡,189万
高层（共6层）,,137.7㎡,29万
高层（共33层）,2011年建,98.26㎡,152万
中层（共20层）,2017年建,40㎡,32.1万
中层（共33层）,2017年建,92㎡,92.5万
低层（共26层）,,90㎡,83.8万
高层（共16层）,2018年建,89㎡,118万
高层（共7层）,1999年建,60㎡,55万
中层（共7层）,,129㎡,42万
中层（共8层）,,126㎡,26万
中层（共14层）,2016年建,93㎡,115万
低层（共32层）,2016年建,131㎡,156万
高层（共16层）,2019年建,46㎡,47万
低层（共25层）,2020年建,130㎡,104万
高层（共25层）,2014年建,91㎡,100万
低层（共4层）,,168㎡,58万
低层（共11层）,,139.08㎡,90万
高层（共7层）,,152㎡,39万
低层（共12层）,,123㎡,32万
低层（共18层）,2020年建,118㎡,108万
低层（共6层）,1991年建,81.6㎡,135万
中层（共27层）,2018年建,84㎡,79.2万
低层（共6层）,2015年建,125㎡,96万
中层（共6层）,2009年建,77㎡,65万
中层（共6层）,2010年建,97㎡,100万
低层（共34层）,,111㎡,70万
高层（共9层）,,130㎡,20万
高层（共3层）,,385㎡,70万
中层（共6层）,,180㎡,42万
中层（共25层）,2018年建,42㎡,24万
低层（共6层）,1993年建,82.21㎡,147万
中层（共27层）,2018年建,109㎡,100万
低层（共11层）,2018年建,79㎡,50万
低层（共25层）,2020年建,130㎡,104万
低层（共4层）,1980年建,36㎡,50万
低层（共7层）,,161㎡,55万
高层（共32层）,,44㎡,18万
中层（共33层）,,142㎡,65万
低层（共33层）,2012年建,97㎡,110万
中层（共6层）,2003年建,88㎡,95万
高层（共6层）,2019年建,87㎡,62万
高层（共30层）,2010年建,95㎡,93.8万
中层（共6层）,2000年建,96.75㎡,126万
高层（共16层）,,136㎡,43万
高层（共5层）,,459㎡,160万
中层（共33层）,,119.62㎡,55万
高层（共33层）,2012年建,88.97㎡,165万
中层（共30层）,2017年建,115㎡,110万
中层（共6层）,2020年建,72.2㎡,85.2万
中层（共6层）,2002年建,87㎡,66万
中层（共18层）,2015年建,72㎡,125万
高层（共18层）,,132㎡,65万
中层（共5层）,,156㎡,32万
低层（共28层）,,133㎡,50万
高层（共7层）,2004年建,76㎡,95万
中层（共18层）,2010年建,83㎡,120万
低层（共32层）,2018年建,87.6㎡,78万
低层（共11层）,2019年建,80㎡,755万
低层（共9层）,2019年建,98㎡,77万
高层（共9层）,2007年建,112㎡,232万
高层（共26层）,2012年建,84㎡,91万
高层（共11层）,,100㎡,40万
高层（共32层）,,117㎡,40万
高层（共28层）,,136㎡,51万
高层（共1层）,2020年建,450㎡,980万
中层（共20层）,2018年建,50㎡,43万
中层（共11层）,2018年建,89㎡,88万
高层（共26层）,2015年建,104㎡,103万
中层（共26层）,2014年建,156.77㎡,370万
中层（共7层）,,190㎡,65万
低层（共7层）,,416㎡,2万
中层（共32层）,,133㎡,52万
低层（共33层）,2011年建,91㎡,132万
高层（共1层）,1999年建,37.4㎡,36万
,,300㎡,760万
低层（共27层）,2012年建,92㎡,83万
高层（共26层）,2007年建,90㎡,150万
高层（共33层）,2015年建,126.49㎡,225万
高层（共4层）,,350㎡,89万
高层（共8层）,,140.11㎡,36万
中层（共7层）,,203㎡,40万
高层（共1层）,2020年建,460㎡,1148万
中层（共32层）,2019年建,95㎡,100万
低层（共6层）,2019年建,169㎡,421万
高层（共6层）,2012年建,72㎡,54万
低层（共33层）,2015年建,144.24㎡,440万
低层（共7层）,,200㎡,55万
中层（共18层）,,115㎡,80万
中层（共33层）,,142㎡,65万
高层（共7层）,2002年建,40.1㎡,65万
低层（共33层）,2015年建,136.06㎡,175.8万
中层（共10层）,2019年建,88㎡,92万
中层（共6层）,2006年建,77㎡,65万
高层（共1层）,2018年建,159.81㎡,400万
高层（共7层）,,147㎡,38万
中层（共9层）,,160㎡,55万
中层（共24层）,,154㎡,66万
中层（共6层）,2002年建,88㎡,148万
低层（共13层）,2010年建,90.24㎡,111.8万
低层（共3层）,2020年建,127㎡,157万
高层（共26层）,2019年建,148㎡,149.9万
中层（共33层）,2017年建,87㎡,152万
中层（共11层）,,121.3㎡,33万
低层（共6层）,,120㎡,28万
中层（共19层）,,122㎡,70万
中层（共6层）,2002年建,88㎡,148万
低层（共12层）,2005年建,140.21㎡,258万
中层（共18层）,2016年建,76㎡,86万
高层（共6层）,2020年建,94㎡,94万
低层（共24层）,2020年建,121㎡,103万
高层（共5层）,2001年建,69㎡,90万
中层（共5层）,,191.22㎡,50万
中层（共11层）,,137.8㎡,41万
高层（共29层）,2016年建,138.92㎡,250万
中层（共32层）,2014年建,85㎡,79万
高层（共32层）,2019年建,42㎡,42万
高层（共24层）,2009年建,58㎡,39.5万
高层（共15层）,2016年建,181.34㎡,520万
高层（共7层）,,130㎡,42万
高层（共11层）,,118.8㎡,33万
低层（共17层）,2006年建,138.04㎡,263.8万
中层（共16层）,2018年建,56㎡,49万
高层（共24层）,2015年建,85㎡,78万
中层（共11层）,2019年建,80㎡,65万
高层（共15层）,2018年建,133㎡,108万
低层（共24层）,2019年建,142㎡,150万
高层（共34层）,2012年建,81.5㎡,120万
低层（共18层）,,135㎡,48万
高层（共11层）,,145.8㎡,42万
高层（共28层）,2009年建,104㎡,200万
高层（共32层）,2014年建,90.8㎡,108万
高层（共11层）,2019年建,76㎡,76万
中层（共11层）,2018年建,95㎡,65万
中层（共6层）,2005年建,95㎡,59.8万
低层（共28层）,2005年建,126.77㎡,195万
中层（共33层）,,191㎡,86万
低层（共11层）,,118.8㎡,30万
中层（共6层）,2009年建,87㎡,168万
中层（共26层）,2019年建,88.4㎡,103万
中层（共11层）,2018年建,116㎡,69.9万
低层（共18层）,2020年建,117.9㎡,97万
中层（共28层）,2010年建,129㎡,230万
低层（共3层）,,300㎡,65万
高层（共25层）,,126.8㎡,46万
高层（共34层）,2010年建,131㎡,262万
低层（共32层）,2018年建,95㎡,99万
低层（共33层）,2016年建,96㎡,110万
低层（共11层）,2019年建,86㎡,43.1万
高层（共34层）,2015年建,87㎡,145万
中层（共6层）,,156㎡,60万
高层（共7层）,,140㎡,36万
低层（共5层）,,102㎡,30万
高层（共33层）,2014年建,138㎡,215万
中层（共18层）,2018年建,39㎡,26.8万
中层（共11层）,2019年建,80㎡,72万
低层（共18层）,2007年建,152㎡,330万
低层（共12层）,,128㎡,44万
高层（共7层）,,172.67㎡,45万
中层（共25层）,,122.57㎡,100万
中层（共25层）,2015年建,139.3㎡,220万
中层（共18层）,2018年建,39㎡,28.5万
中层（共7层）,,78㎡,48万
低层（共7层）,2018年建,77㎡,95万
低层（共28层）,2010年建,129㎡,240万
高层（共26层）,2007年建,140㎡,245万
高层（共7层）,,131㎡,26万
中层（共8层）,,133.72㎡,29.5万
高层（共6层）,,192㎡,72万
低层（共18层）,,86㎡,65万
中层（共27层）,2018年建,34㎡,48万
中层（共6层）,2005年建,142㎡,126万
高层（共6层）,,114㎡,50万
高层（共24层）,,143㎡,128万
低层（共6层）,2020年建,80㎡,80万
中层（共6层）,2000年建,107.38㎡,162万
中层（共18层）,,115㎡,51万
高层（共29层）,,132.39㎡,50万
高层（共6层）,,192㎡,72万
高层（共27层）,,84㎡,60万
高层（共18层）,2011年建,68㎡,103万
高层（共30层）,2011年建,90㎡,103.8万
中层（共31层）,,68.23㎡,49万
高层（共6层）,2011年建,60.35㎡,70万
低层（共33层）,2015年建,135㎡,255万
中层（共28层）,,150㎡,100万
高层（共11层）,,136㎡,43万
高层（共6层）,,187㎡,70万
低层（共6层）,1996年建,174.36㎡,268万
中层（共32层）,2019年建,97㎡,112万
低层（共25层）,2019年建,82㎡,74万
低层（共3层）,,320㎡,128万
低层（共6层）,2019年建,72.21㎡,85.21万
中层（共34层）,2015年建,75.23㎡,160万
中层（共32层）,,114㎡,50万
高层（共6层）,,126.9㎡,22万
低层（共6层）,,130㎡,61万
中层（共26层）,2016年建,134㎡,295万
高层（共17层）,2020年建,90㎡,97.2万
中层（共32层）,,121㎡,80万
高层（共6层）,2020年建,72㎡,71万
中层（共18层）,2008年建,99.8㎡,163万
中层（共32层）,,123㎡,50万
高层（共7层）,,136.2㎡,47.46万
高层（共6层）,,136.18㎡,60万
中层（共10层）,2019年建,138㎡,170万
高层（共34层）,2010年建,87㎡,108万
